Student ID,EXAM %,Lab 1,Lab 2,Lab 3,Lab 4,Lab 5,Lab 6,Lab 7,Lab 8,Lab 9,Lab 10
54294715,25.0,4.0,4.0,4.0,3.8,3.64,2.04,2.88,3.2,1.72,0.0
43657214,78.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
36392702,17.0,2.52,4.0,4.0,2.56,2.0,3.12,1.4,3.12,2.6,3.88
95768495,83.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.72
60958848,66.0,4.0,4.0,4.0,4.0,3.88,4.0,4.0,3.2,4.0,4.0
87003745,5.0,4.0,1.6,2.28,1.2,1.08,0.0,0.0,0.0,0.0,0.0
71985268,38.0,4.0,4.0,3.88,4.0,3.8,4.0,3.0,3.8,4.0,4.0
35752834,45.0,3.92,3.04,2.84,3.08,2.64,1.76,1.48,2.28,0.0,2.28
22979091,58.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.6,4.0,4.0
39235144,18.0,4.0,4.0,4.0,4.0,3.08,4.0,2.84,4.0,0.72,3.72
48447995,42.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0
80771029,16.0,4.0,4.0,4.0,2.72,2.64,3.56,1.0,3.92,3.72,4.0
75698822,0.0,4.0,4.0,4.0,3.6,0.0,1.12,0.0,0.0,0.0,0.0
38635299,46.0,4.0,4.0,3.56,0.0,3.08,2.56,3.04,4.0,3.4,0.0
46207116,48.0,4.0,3.88,2.56,3.8,4.0,4.0,3.92,4.0,4.0,4.0
84530712,43.0,4.0,2.64,3.44,3.16,1.48,1.44,1.72,2.64,1.44,1.4
92911584,0.0,4.0,4.0,3.36,3.96,3.52,3.04,2.56,3.52,3.2,0.0
32401273,0.0,4.0,2.68,1.32,3.6,0.0,0.0,0.0,0.0,0.0,0.0
57080293,17.0,3.52,4.0,2.68,2.8,2.2,3.56,3.4,4.0,3.4,4.0
38501597,15.0,1.52,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53862285,29.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
22160502,53.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0
78198844,8.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
88671600,0.0,4.0,4.0,4.0,2.0,3.48,4.0,3.36,1.68,0.0,4.0
98610960,6.0,2.0,0.0,2.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0
94484673,31.0,4.0,3.6,4.0,3.2,4.0,2.24,4.0,4.0,4.0,4.0
36765054,29.0,2.52,1.6,4.0,2.76,0.72,0.0,0.0,0.0,0.0,0.0
50012488,70.0,4.0,4.0,4.0,3.6,3.0,3.04,1.92,3.4,4.0,3.6
29461485,55.0,4.0,4.0,4.0,4.0,4.0,3.56,4.0,4.0,4.0,4.0
15903250,19.0,3.6,4.0,2.24,4.0,4.0,2.24,4.0,4.0,2.4,4.0
68765510,20.0,4.0,4.0,4.0,4.0,2.92,4.0,0.4,4.0,4.0,0.0
83531599,53.0,4.0,3.88,4.0,4.0,3.76,3.72,3.6,3.8,3.0,4.0
61723428,43.0,4.0,4.0,3.24,4.0,4.0,4.0,4.0,4.0,4.0,0.0
96328232,26.0,4.0,3.48,4.0,3.04,2.84,3.88,0.8,0.8,0.0,0.0
69920355,10.0,4.0,3.84,4.0,3.6,1.44,3.56,0.0,0.0,0.0,1.72
38315304,47.0,3.76,2.64,2.32,1.88,3.08,3.84,1.76,2.6,0.0,3.2
93959828,60.0,4.0,3.96,4.0,3.32,2.52,3.08,1.6,0.6,3.2,3.96
71285874,46.0,0.0,0.0,0.0,0.0,1.8,2.68,2.44,4.0,4.0,4.0
11869975,62.0,4.0,4.0,4.0,4.0,3.64,4.0,3.72,4.0,4.0,3.32
41064606,63.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
90845622,11.0,3.52,1.6,2.16,2.4,0.72,1.92,1.24,2.48,0.0,1.36
11421783,42.0,4.0,4.0,4.0,4.0,3.52,4.0,4.0,4.0,4.0,4.0
57013617,46.0,0.0,4.0,4.0,1.6,0.72,1.76,3.4,3.96,2.4,4.0
45083041,19.0,2.08,2.04,2.16,1.56,3.28,2.0,1.88,3.08,1.4,2.0
57751474,11.0,3.8,0.0,1.76,1.12,1.72,2.24,1.68,2.2,1.72,3.2
67116256,60.0,4.0,4.0,4.0,2.0,4.0,4.0,3.92,2.8,0.0,4.0
88011459,41.0,3.0,3.2,4.0,3.12,3.12,2.68,1.16,0.72,1.0,0.0
42442702,34.0,4.0,3.8,4.0,3.52,3.4,3.48,2.4,3.28,2.32,1.36
75872588,5.0,4.0,2.8,4.0,1.6,2.56,0.88,0.0,2.6,0.0,0.0
60380664,43.0,4.0,4.0,4.0,4.0,4.0,3.44,2.4,4.0,3.0,3.44
84983355,53.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.68
48078835,55.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
44609433,50.0,4.0,4.0,4.0,4.0,4.0,2.24,4.0,2.4,0.0,4.0
42488037,67.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
55737747,56.0,4.0,2.8,4.0,3.56,2.12,4.0,0.4,2.8,4.0,3.44
25035815,5.0,3.52,2.0,2.12,2.64,0.48,2.84,0.44,0.96,0.4,0.16
34603206,50.0,4.0,3.44,4.0,3.6,4.0,3.56,3.04,4.0,0.0,1.72
14923953,54.0,4.0,4.0,4.0,3.6,3.88,4.0,3.36,4.0,3.4,4.0
99828052,40.0,4.0,4.0,4.0,4.0,4.0,4.0,3.76,4.0,3.0,0.0
72076519,45.0,4.0,4.0,4.0,4.0,4.0,3.72,2.96,4.0,3.4,4.0
45454030,43.0,0.0,3.12,1.76,4.0,2.92,3.8,0.0,3.4,0.4,0.0
11491720,43.0,4.0,1.52,1.0,1.96,2.12,1.04,0.8,0.8,0.72,2.52
20301462,38.0,4.0,3.88,4.0,4.0,2.56,3.12,2.8,4.0,4.0,4.0
66478279,66.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3.4,4.0
97087589,14.0,4.0,3.88,0.0,3.96,0.68,2.24,2.32,2.0,0.0,0.0
47844051,39.0,4.0,2.72,4.0,3.2,2.44,3.64,2.44,2.76,3.6,1.6
42138120,44.0,4.0,3.48,3.48,2.32,2.56,0.0,1.2,2.64,0.0,3.16
84297038,23.0,4.0,4.0,4.0,4.0,4.0,2.24,1.68,3.4,4.0,0.0
54494643,2.0,2.44,1.2,1.76,2.08,1.52,0.8,0.0,2.64,0.0,3.08
41008637,8.0,4.0,4.0,4.0,4.0,1.44,3.48,2.48,4.0,4.0,3.44
72043340,0.0,0.0,0.0,4.0,0.0,3.28,0.0,4.0,4.0,3.0,1.64
40696373,0.0,4.0,2.52,4.0,4.0,0.72,2.12,2.4,3.0,0.0,0.56
34639510,31.0,4.0,4.0,4.0,4.0,3.12,4.0,3.08,4.0,1.8,4.0
54061653,37.0,4.0,4.0,4.0,3.6,4.0,3.56,2.0,4.0,2.72,0.8
87414647,64.0,4.0,3.2,4.0,4.0,4.0,4.0,3.76,4.0,4.0,4.0
87023456,80.0,4.0,4.0,4.0,2.8,4.0,2.24,0.72,2.0,0.0,0.0
14441507,15.0,4.0,0.0,4.0,0.0,2.92,0.0,0.0,0.0,0.0,0.0
25665116,10.0,4.0,2.96,4.0,0.0,1.96,3.12,1.84,2.4,4.0,4.0
85895335,38.0,4.0,4.0,4.0,4.0,4.0,4.0,3.16,3.92,1.0,2.28
51360091,0.0,4.0,3.6,0.88,3.2,2.88,0.0,0.84,2.8,0.0,0.0
13081326,70.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.4,4.0
59016341,60.0,4.0,4.0,4.0,4.0,3.28,4.0,3.88,4.0,4.0,4.0
64159295,0.0,4.0,0.0,2.2,4.0,1.44,0.0,0.0,0.0,0.0,0.0
83975893,0.0,4.0,4.0,3.56,2.96,2.56,1.76,2.96,4.0,4.0,4.0
25606794,69.0,4.0,4.0,4.0,4.0,4.0,3.72,3.48,4.0,4.0,4.0
16976042,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77812449,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56
89860399,12.0,4.0,2.8,3.56,2.68,0.72,3.76,1.28,0.8,0.0,0.0
68861085,5.0,4.0,3.92,4.0,3.2,0.0,0.0,1.64,0.0,0.0,0.0
66261164,5.0,4.0,2.0,2.8,1.2,0.0,0.88,0.0,0.0,0.0,0.28
97473698,29.0,3.52,2.4,2.68,0.0,0.96,2.24,0.48,0.0,2.0,2.84
48970389,81.0,4.0,3.92,4.0,3.92,3.8,4.0,4.0,4.0,0.2,4.0
16561220,52.0,4.0,4.0,4.0,4.0,4.0,3.72,1.36,4.0,0.0,4.0
15820378,23.0,2.0,1.96,1.84,0.4,0.28,2.04,0.92,1.16,2.8,0.96
18954283,0.0,4.0,0.68,0.72,1.76,0.0,0.32,0.64,0.0,0.0,0.0
56982121,24.0,4.0,4.0,2.8,4.0,3.68,3.84,2.08,2.96,3.0,3.44
84140180,0.0,3.6,0.0,4.0,0.0,0.36,0.48,0.6,0.0,0.72,0.0
67034295,23.0,4.0,1.52,0.0,2.04,0.84,0.0,0.0,1.2,0.0,0.0
87713804,0.0,0.0,2.52,2.24,0.88,0.56,0.0,0.0,0.0,0.0,0.0
12666133,25.0,4.0,3.6,2.84,3.96,3.68,4.0,4.0,4.0,4.0,4.0
28280627,18.0,3.92,4.0,4.0,4.0,3.76,2.68,1.28,2.4,0.0,3.16
84149442,48.0,2.0,3.76,3.84,3.68,3.92,3.72,2.84,3.68,1.92,3.8
38885701,56.0,3.44,3.88,3.8,3.24,0.0,3.72,3.72,4.0,4.0,1.16
30262825,84.0,4.0,4.0,4.0,4.0,3.88,4.0,4.0,4.0,4.0,4.0
69183223,45.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
45462633,18.0,4.0,3.2,2.68,2.8,3.28,2.44,1.48,1.6,0.0,4.0
87705107,35.0,3.48,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
83143626,30.0,1.92,3.6,4.0,4.0,4.0,0.44,0.8,0.0,0.0,0.0
72016787,40.0,4.0,3.4,3.12,4.0,3.28,4.0,1.4,4.0,4.0,4.0
18860225,8.0,4.0,4.0,4.0,4.0,1.08,4.0,3.2,3.0,3.72,1.72
83901845,28.0,2.0,4.0,0.0,1.4,4.0,4.0,1.6,3.6,0.0,4.0
39577570,42.0,4.0,4.0,4.0,3.52,3.28,2.24,1.76,2.4,0.0,1.32
24606796,28.0,4.0,3.68,3.2,2.84,4.0,3.64,3.36,4.0,3.72,4.0
59894833,26.0,0.0,2.0,0.0,1.6,1.12,2.48,1.96,2.64,0.0,4.0
27497114,63.0,4.0,3.96,4.0,1.4,3.12,2.68,2.4,4.0,2.0,4.0
21690717,14.0,4.0,3.64,4.0,2.48,2.72,0.0,0.04,1.2,0.72,1.72
93566916,17.0,4.0,1.0,3.76,2.76,2.88,3.76,1.12,1.4,0.0,4.0
15291174,53.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.4,4.0,2.28
42812443,5.0,4.0,0.8,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89045547,49.0,4.0,4.0,4.0,3.6,3.64,4.0,0.96,3.6,3.0,0.0
15971844,10.0,4.0,4.0,2.68,4.0,3.6,4.0,3.4,4.0,3.0,4.0
90818491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55618298,56.0,2.0,3.92,3.12,2.6,0.96,2.24,1.92,1.12,3.6,0.64
58989885,0.0,4.0,3.56,3.88,2.4,4.0,3.16,2.96,3.2,2.4,0.0
94857847,78.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
23026814,50.0,4.0,4.0,3.88,4.0,4.0,2.4,1.04,0.0,1.0,0.0
91770344,80.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
53501538,64.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
44817022,55.0,4.0,4.0,4.0,4.0,3.28,3.32,4.0,4.0,0.0,0.0
97965015,12.0,3.52,1.76,3.36,3.92,3.72,2.24,1.92,2.0,3.16,1.24
79033549,58.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.8,4.0,4.0
68598465,0.0,4.0,4.0,4.0,0.0,4.0,4.0,2.12,2.8,0.0,0.0
27436475,38.0,4.0,4.0,4.0,4.0,3.8,3.96,3.76,3.72,4.0,4.0
29810033,37.0,4.0,4.0,4.0,3.56,4.0,4.0,4.0,4.0,4.0,4.0
95066813,83.0,4.0,4.0,4.0,4.0,4.0,4.0,3.76,4.0,4.0,4.0
57713344,7.0,0.0,3.72,3.36,2.96,3.68,1.08,3.2,3.8,4.0,1.16
50273319,13.0,0.0,4.0,4.0,0.4,1.8,0.44,0.8,0.0,0.0,0.0
52888258,38.0,4.0,4.0,4.0,4.0,3.48,4.0,0.68,4.0,4.0,4.0
92574416,90.0,4.0,4.0,4.0,4.0,3.8,3.88,4.0,4.0,4.0,4.0
24536040,57.0,4.0,4.0,4.0,3.8,2.08,3.12,2.72,3.6,4.0,3.72
15788476,5.0,4.0,4.0,1.76,3.6,4.0,3.72,1.36,2.8,0.0,1.44
32347926,53.0,3.6,4.0,4.0,3.2,3.48,4.0,1.96,4.0,4.0,0.0
51687081,28.0,4.0,4.0,4.0,4.0,1.8,3.04,0.0,2.76,0.0,1.64
76118528,40.0,4.0,3.92,4.0,4.0,3.6,3.52,2.48,0.72,0.0,4.0
67565847,31.0,4.0,4.0,4.0,2.4,3.64,3.56,1.68,3.2,1.0,0.0
44326166,60.0,4.0,2.72,4.0,3.96,3.36,3.56,2.44,3.64,2.88,3.76
91437507,17.0,4.0,4.0,4.0,3.6,2.32,1.52,2.0,1.28,0.0,0.0
74390791,14.0,4.0,3.2,4.0,3.6,0.72,3.96,1.6,2.2,0.0,1.36
70070054,48.0,4.0,0.0,2.24,1.6,1.44,1.76,0.0,0.8,0.0,0.6
77781279,16.0,4.0,4.0,4.0,3.96,4.0,4.0,2.08,1.6,0.0,3.44
81672452,35.0,4.0,4.0,4.0,3.92,3.08,0.0,2.8,4.0,2.16,3.96
31612510,24.0,4.0,3.6,4.0,3.08,2.96,3.68,4.0,4.0,0.0,2.28
84538540,85.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
88621549,88.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
34164544,0.0,3.6,2.72,1.76,2.64,2.56,4.0,1.52,3.28,3.32,0.0
60393922,8.0,4.0,0.32,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
26995120,30.0,4.0,4.0,4.0,2.64,0.0,4.0,1.52,1.6,0.0,3.32
98886124,21.0,4.0,2.2,3.28,0.8,1.28,2.4,0.8,2.4,0.0,2.4
46796362,51.0,2.0,4.0,4.0,3.72,4.0,4.0,1.36,2.4,0.0,4.0
38929543,48.0,4.0,4.0,4.0,4.0,3.76,3.36,3.76,4.0,4.0,4.0
60109389,70.0,4.0,4.0,4.0,2.4,3.28,3.16,0.0,3.2,3.0,3.88
43707953,0.0,4.0,3.52,4.0,3.56,0.0,0.0,0.0,0.0,0.0,0.0
56173651,14.0,4.0,1.76,1.64,3.36,3.68,1.08,1.6,1.56,0.2,0.0
75049334,55.0,4.0,4.0,4.0,3.76,2.92,1.24,0.0,2.32,2.24,4.0
95074532,27.0,4.0,4.0,4.0,4.0,4.0,2.24,3.2,4.0,4.0,1.72
69801657,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14122630,90.0,4.0,4.0,4.0,4.0,3.88,4.0,4.0,4.0,4.0,4.0
12778025,8.0,4.0,4.0,2.24,4.0,3.4,3.96,0.4,2.4,0.0,2.8
60153673,0.0,0.0,0.0,0.0,0.0,1.28,0.0,2.4,3.6,1.0,0.0
90671449,0.0,3.92,2.04,2.96,0.48,0.0,0.0,0.0,0.0,0.0,0.0
81491219,45.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
89571661,54.0,4.0,4.0,4.0,4.0,3.16,3.64,1.6,3.04,1.32,2.76
77760911,13.0,4.0,3.6,4.0,1.92,1.4,0.0,0.8,2.2,1.4,0.0
60540774,10.0,4.0,2.8,2.68,1.6,0.2,0.0,0.0,0.0,0.0,0.0
55964531,10.0,0.0,4.0,4.0,4.0,4.0,4.0,2.32,4.0,0.0,4.0
49288439,41.0,4.0,3.2,4.0,2.2,2.84,2.16,1.4,2.96,0.0,0.0
25784365,43.0,4.0,4.0,2.24,3.04,3.28,1.76,1.16,2.0,0.0,2.84
13225878,5.0,0.0,0.0,0.0,0.0,0.0,1.32,0.64,1.6,0.0,2.4
71131891,28.0,4.0,3.2,4.0,4.0,1.8,2.48,1.12,2.4,0.0,3.56
62140925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40094425,0.0,0.0,1.08,2.2,1.4,0.0,0.0,2.04,0.68,1.24,0.0
42107590,51.0,4.0,4.0,4.0,4.0,4.0,3.44,3.04,4.0,4.0,4.0
52884479,65.0,2.0,4.0,2.16,4.0,4.0,3.32,4.0,4.0,4.0,4.0
11632500,65.0,4.0,4.0,4.0,4.0,3.88,4.0,4.0,4.0,2.0,4.0
26864928,71.0,2.44,4.0,3.56,4.0,3.84,2.24,1.48,2.4,0.0,1.64
37398319,12.0,4.0,4.0,0.52,0.0,3.28,0.0,0.0,0.0,0.0,0.0
11714946,43.0,4.0,3.16,4.0,3.4,2.44,3.76,2.8,4.0,0.0,4.0
16041091,12.0,3.88,3.84,2.56,3.92,3.32,0.0,0.0,0.68,0.0,0.0
11420638,66.0,4.0,4.0,4.0,4.0,2.04,3.28,2.24,1.6,2.0,4.0
18655362,17.0,2.0,1.44,2.16,3.48,0.0,1.24,0.8,0.4,2.6,2.0
37567346,48.0,4.0,3.12,3.88,3.6,3.2,3.12,2.0,1.64,3.4,4.0
62841385,61.0,0.0,2.0,3.0,1.6,1.44,2.48,2.0,4.0,1.0,1.16
48839538,47.0,2.0,4.0,4.0,3.8,3.64,4.0,2.84,2.0,0.0,4.0
86306116,32.0,3.84,4.0,0.88,4.0,4.0,3.48,2.4,0.0,0.0,1.72
77241548,56.0,3.52,4.0,2.64,4.0,3.28,4.0,2.8,4.0,4.0,4.0
60308084,38.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61047139,38.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73650886,6.0,4.0,3.2,4.0,4.0,4.0,4.0,3.36,4.0,4.0,0.0
80356128,80.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0
96789849,0.0,2.0,1.6,0.0,0.0,3.68,0.0,0.0,0.0,0.0,0.0
49912099,41.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
92670058,2.0,4.0,4.0,3.0,1.6,1.8,2.8,1.6,3.08,0.0,4.0
92807732,4.0,4.0,2.4,2.64,3.84,2.6,2.64,0.0,2.0,0.2,2.88
69999439,45.0,4.0,4.0,3.0,3.2,4.0,4.0,2.96,3.6,4.0,4.0
55716682,55.0,4.0,4.0,4.0,3.96,3.76,2.24,3.04,3.52,0.0,4.0
52276348,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21794966,9.0,4.0,2.2,3.68,2.0,2.12,3.52,3.04,4.0,3.32,4.0
28877215,0.0,0.0,1.92,0.0,0.32,0.48,0.0,0.0,0.0,1.92,0.0
39509437,16.0,4.0,4.0,4.0,1.6,1.36,3.4,3.0,2.96,0.0,4.0
61836933,92.0,4.0,3.6,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
23095199,7.0,3.0,2.44,3.8,2.76,2.48,3.32,3.84,2.96,1.12,3.72
20862071,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0
18146898,44.0,4.0,4.0,3.56,4.0,3.84,4.0,3.6,3.4,4.0,1.32
32620716,43.0,2.0,4.0,2.24,3.44,2.56,2.68,1.0,2.44,4.0,2.2
71662758,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59301959,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68761775,20.0,3.92,4.0,4.0,4.0,2.16,4.0,1.84,1.6,3.0,0.0
44098585,82.0,2.0,4.0,4.0,3.84,4.0,4.0,4.0,4.0,0.0,3.44
97039306,15.0,4.0,4.0,4.0,4.0,3.28,2.68,4.0,3.2,4.0,4.0
28229498,92.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
62035954,81.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
79178519,35.0,4.0,3.6,4.0,2.4,3.64,2.24,4.0,2.8,4.0,4.0
26045306,81.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
56714000,78.0,4.0,4.0,3.56,4.0,4.0,4.0,4.0,4.0,4.0,4.0
66560674,5.0,3.52,0.52,0.44,1.56,0.64,2.84,0.76,0.48,0.0,3.48
97862731,49.0,4.0,4.0,4.0,2.0,4.0,3.6,0.8,2.4,0.0,0.0
92054016,49.0,3.92,4.0,3.56,4.0,4.0,4.0,4.0,4.0,3.8,1.72
21659832,0.0,3.0,1.24,1.84,1.96,0.68,0.64,0.36,0.68,0.0,0.32
23552581,90.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
23097995,19.0,4.0,2.28,3.12,4.0,3.28,3.48,2.16,3.52,2.6,1.6
38657160,25.0,3.92,1.92,3.12,0.0,0.92,2.24,3.4,3.2,3.72,0.0
22230983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72574236,52.0,4.0,4.0,4.0,3.2,4.0,2.68,4.0,4.0,4.0,4.0
13368222,67.0,4.0,4.0,4.0,4.0,4.0,3.56,4.0,4.0,4.0,0.0
81619382,13.0,4.0,3.28,3.96,2.8,3.56,3.96,3.4,2.8,1.0,1.6
70122772,19.0,3.72,4.0,3.56,4.0,3.52,4.0,3.04,2.0,2.0,3.44
53323808,90.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0
12602585,56.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.72
25548498,53.0,0.6,3.4,2.28,2.52,2.76,3.6,2.0,2.48,0.88,4.0
53037364,64.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
64261723,85.0,3.84,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0
97909183,1.0,1.52,3.92,3.08,3.16,3.52,4.0,3.68,4.0,4.0,4.0
27242439,13.0,2.0,2.8,1.76,3.88,3.28,3.76,2.52,2.48,3.0,2.84
70690225,28.0,4.0,4.0,4.0,4.0,4.0,1.12,3.6,4.0,3.0,1.72
66231849,35.0,0.0,2.4,4.0,0.0,0.0,2.16,0.8,1.44,0.0,0.0
33315051,74.0,4.0,4.0,4.0,4.0,3.64,4.0,2.4,4.0,4.0,1.72
30295750,10.0,4.0,2.92,4.0,4.0,2.72,2.44,3.4,2.36,4.0,0.0
50905870,41.0,4.0,3.88,2.24,2.96,2.4,0.0,0.8,1.32,0.0,2.64
82345354,77.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
43564235,0.0,4.0,0.96,4.0,2.76,1.76,0.0,0.0,0.0,0.0,0.0
34334752,25.0,4.0,4.0,4.0,3.6,1.72,3.12,2.04,2.76,0.0,0.0
26845979,36.0,3.52,2.56,4.0,2.32,1.96,0.8,1.72,1.44,0.0,0.0
19625520,39.0,0.0,1.12,0.0,0.0,3.28,0.92,3.28,3.4,2.52,0.0
15556025,51.0,4.0,4.0,4.0,4.0,4.0,3.36,3.28,4.0,1.0,2.84
55596963,8.0,2.0,4.0,4.0,4.0,0.0,1.76,0.56,0.92,0.0,0.0
95992824,54.0,4.0,3.88,4.0,3.2,1.96,0.0,1.2,2.84,3.72,4.0
12245025,26.0,0.0,0.0,0.0,2.28,0.0,0.24,0.6,0.0,0.0,0.0
99517189,30.0,4.0,3.2,3.64,4.0,3.84,4.0,4.0,2.96,3.6,0.56
13255332,69.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
26468524,0.0,0.0,3.92,4.0,4.0,3.48,4.0,3.44,4.0,2.52,1.72
81754791,85.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
